ward,precinct,reg_voters,total_votes,vote_category,candidate,votes
17,8,1084,0,House Votes,Cori Bush,0
17,8,1084,0,House Votes,Demarco Davidson,0
17,8,1084,0,House Votes,Joshua Shipp,0
17,8,1084,0,House Votes,Lacy Clay,0
17,8,1084,0,Provisional,Cori Bush,0
17,8,1084,0,Provisional,Demarco Davidson,0
17,8,1084,0,Provisional,Joshua Shipp,0
17,8,1084,0,Provisional,Lacy Clay,0
17,8,1084,31,Absentee,Cori Bush,12
17,8,1084,31,Absentee,Demarco Davidson,1
17,8,1084,31,Absentee,Joshua Shipp,1
17,8,1084,31,Absentee,Lacy Clay,17
17,8,1084,293,Polling,Cori Bush,151
17,8,1084,293,Polling,Demarco Davidson,4
17,8,1084,293,Polling,Joshua Shipp,3
17,8,1084,293,Polling,Lacy Clay,135
17,7,32,8,Total,Cori Bush,4
17,7,32,8,Total,Demarco Davidson,0
17,7,32,8,Total,Joshua Shipp,0
17,7,32,8,Total,Lacy Clay,4
17,7,32,0,House Votes,Cori Bush,0
17,7,32,0,House Votes,Demarco Davidson,0
17,7,32,0,House Votes,Joshua Shipp,0
17,7,32,0,House Votes,Lacy Clay,0
17,7,32,0,Provisional,Cori Bush,0
17,7,32,0,Provisional,Demarco Davidson,0
17,7,32,0,Provisional,Joshua Shipp,0
17,7,32,0,Provisional,Lacy Clay,0
17,7,32,0,Absentee,Cori Bush,0
17,7,32,0,Absentee,Demarco Davidson,0
17,7,32,0,Absentee,Joshua Shipp,0
17,7,32,0,Absentee,Lacy Clay,0
17,7,32,8,Polling,Cori Bush,4
17,7,32,8,Polling,Demarco Davidson,0
17,7,32,8,Polling,Joshua Shipp,0
17,7,32,8,Polling,Lacy Clay,4
17,6,1414,491,Total,Cori Bush,262
17,6,1414,491,Total,Demarco Davidson,10
17,6,1414,491,Total,Joshua Shipp,6
17,6,1414,491,Total,Lacy Clay,213
17,6,1414,0,House Votes,Cori Bush,0
17,6,1414,0,House Votes,Demarco Davidson,0
17,6,1414,0,House Votes,Joshua Shipp,0
17,6,1414,0,House Votes,Lacy Clay,0
17,6,1414,0,Provisional,Cori Bush,0
17,6,1414,0,Provisional,Demarco Davidson,0
17,6,1414,0,Provisional,Joshua Shipp,0
17,6,1414,0,Provisional,Lacy Clay,0
17,6,1414,51,Absentee,Cori Bush,24
17,6,1414,51,Absentee,Demarco Davidson,0
17,6,1414,51,Absentee,Joshua Shipp,1
17,6,1414,51,Absentee,Lacy Clay,26
17,6,1414,440,Polling,Cori Bush,238
17,6,1414,440,Polling,Demarco Davidson,10
17,6,1414,440,Polling,Joshua Shipp,5
17,6,1414,440,Polling,Lacy Clay,187
17,5,1873,646,Total,Cori Bush,322
17,5,1873,646,Total,Demarco Davidson,5
17,5,1873,646,Total,Joshua Shipp,8
17,5,1873,646,Total,Lacy Clay,311
17,5,1873,0,House Votes,Cori Bush,0
17,5,1873,0,House Votes,Demarco Davidson,0
17,5,1873,0,House Votes,Joshua Shipp,0
17,5,1873,0,House Votes,Lacy Clay,0
17,5,1873,0,Provisional,Cori Bush,0
17,5,1873,0,Provisional,Demarco Davidson,0
17,5,1873,0,Provisional,Joshua Shipp,0
17,5,1873,0,Provisional,Lacy Clay,0
17,5,1873,55,Absentee,Cori Bush,20
17,5,1873,55,Absentee,Demarco Davidson,0
17,5,1873,55,Absentee,Joshua Shipp,1
17,5,1873,55,Absentee,Lacy Clay,34
17,5,1873,591,Polling,Cori Bush,302
17,5,1873,591,Polling,Demarco Davidson,5
17,5,1873,591,Polling,Joshua Shipp,7
17,5,1873,591,Polling,Lacy Clay,277
17,4,1038,284,Total,Cori Bush,135
17,4,1038,284,Total,Demarco Davidson,5
17,4,1038,284,Total,Joshua Shipp,5
17,4,1038,284,Total,Lacy Clay,139
17,4,1038,0,House Votes,Cori Bush,0
17,4,1038,0,House Votes,Demarco Davidson,0
17,4,1038,0,House Votes,Joshua Shipp,0
17,4,1038,0,House Votes,Lacy Clay,0
17,4,1038,0,Provisional,Cori Bush,0
17,4,1038,0,Provisional,Demarco Davidson,0
17,4,1038,0,Provisional,Joshua Shipp,0
17,4,1038,0,Provisional,Lacy Clay,0
17,4,1038,28,Absentee,Cori Bush,11
17,4,1038,28,Absentee,Demarco Davidson,1
17,4,1038,28,Absentee,Joshua Shipp,2
17,4,1038,28,Absentee,Lacy Clay,14
17,4,1038,256,Polling,Cori Bush,124
17,4,1038,256,Polling,Demarco Davidson,4
17,4,1038,256,Polling,Joshua Shipp,3
17,4,1038,256,Polling,Lacy Clay,125
17,3,57,11,Total,Cori Bush,7
17,3,57,11,Total,Demarco Davidson,1
17,3,57,11,Total,Joshua Shipp,0
17,3,57,11,Total,Lacy Clay,3
17,3,57,0,House Votes,Cori Bush,0
17,3,57,0,House Votes,Demarco Davidson,0
17,3,57,0,House Votes,Joshua Shipp,0
17,3,57,0,House Votes,Lacy Clay,0
17,3,57,0,Provisional,Cori Bush,0
17,3,57,0,Provisional,Demarco Davidson,0
17,3,57,0,Provisional,Joshua Shipp,0
17,3,57,0,Provisional,Lacy Clay,0
17,3,57,2,Absentee,Cori Bush,2
17,3,57,2,Absentee,Demarco Davidson,0
17,3,57,2,Absentee,Joshua Shipp,0
17,3,57,2,Absentee,Lacy Clay,0
17,3,57,9,Polling,Cori Bush,5
17,3,57,9,Polling,Demarco Davidson,1
17,3,57,9,Polling,Joshua Shipp,0
17,3,57,9,Polling,Lacy Clay,3
17,2,537,166,Total,Cori Bush,103
17,2,537,166,Total,Demarco Davidson,1
17,2,537,166,Total,Joshua Shipp,4
17,2,537,166,Total,Lacy Clay,58
17,2,537,0,House Votes,Cori Bush,0
17,2,537,0,House Votes,Demarco Davidson,0
17,2,537,0,House Votes,Joshua Shipp,0
17,2,537,0,House Votes,Lacy Clay,0
17,2,537,0,Provisional,Cori Bush,0
17,2,537,0,Provisional,Demarco Davidson,0
17,2,537,0,Provisional,Joshua Shipp,0
17,2,537,0,Provisional,Lacy Clay,0
17,2,537,13,Absentee,Cori Bush,4
17,2,537,13,Absentee,Demarco Davidson,0
17,2,537,13,Absentee,Joshua Shipp,0
17,2,537,13,Absentee,Lacy Clay,9
17,2,537,153,Polling,Cori Bush,99
17,2,537,153,Polling,Demarco Davidson,1
17,2,537,153,Polling,Joshua Shipp,4
17,2,537,153,Polling,Lacy Clay,49
17,1,641,245,Total,Cori Bush,122
17,1,641,245,Total,Demarco Davidson,8
17,1,641,245,Total,Joshua Shipp,4
17,1,641,245,Total,Lacy Clay,111
17,1,641,0,House Votes,Cori Bush,0
17,1,641,0,House Votes,Demarco Davidson,0
17,1,641,0,House Votes,Joshua Shipp,0
17,1,641,0,House Votes,Lacy Clay,0
17,1,641,0,Provisional,Cori Bush,0
17,1,641,0,Provisional,Demarco Davidson,0
17,1,641,0,Provisional,Joshua Shipp,0
17,1,641,0,Provisional,Lacy Clay,0
17,1,641,10,Absentee,Cori Bush,4
17,1,641,10,Absentee,Demarco Davidson,0
17,1,641,10,Absentee,Joshua Shipp,0
17,1,641,10,Absentee,Lacy Clay,6
17,1,641,235,Polling,Cori Bush,118
17,1,641,235,Polling,Demarco Davidson,8
17,1,641,235,Polling,Joshua Shipp,4
17,1,641,235,Polling,Lacy Clay,105
16,8,470,137,Total,Cori Bush,56
16,8,470,137,Total,Demarco Davidson,3
16,8,470,137,Total,Joshua Shipp,5
16,8,470,137,Total,Lacy Clay,73
16,8,470,0,House Votes,Cori Bush,0
16,8,470,0,House Votes,Demarco Davidson,0
16,8,470,0,House Votes,Joshua Shipp,0
16,8,470,0,House Votes,Lacy Clay,0
16,8,470,0,Provisional,Cori Bush,0
16,8,470,0,Provisional,Demarco Davidson,0
16,8,470,0,Provisional,Joshua Shipp,0
16,8,470,0,Provisional,Lacy Clay,0
16,8,470,9,Absentee,Cori Bush,1
16,8,470,9,Absentee,Demarco Davidson,1
16,8,470,9,Absentee,Joshua Shipp,0
16,8,470,9,Absentee,Lacy Clay,7
16,8,470,128,Polling,Cori Bush,55
16,8,470,128,Polling,Demarco Davidson,2
16,8,470,128,Polling,Joshua Shipp,5
16,8,470,128,Polling,Lacy Clay,66
16,7,973,372,Total,Cori Bush,176
16,7,973,372,Total,Demarco Davidson,10
16,7,973,372,Total,Joshua Shipp,19
16,7,973,372,Total,Lacy Clay,167
16,7,973,0,House Votes,Cori Bush,0
16,7,973,0,House Votes,Demarco Davidson,0
16,7,973,0,House Votes,Joshua Shipp,0
16,7,973,0,House Votes,Lacy Clay,0
16,7,973,0,Provisional,Cori Bush,0
16,7,973,0,Provisional,Demarco Davidson,0
16,7,973,0,Provisional,Joshua Shipp,0
16,7,973,0,Provisional,Lacy Clay,0
16,7,973,16,Absentee,Cori Bush,7
16,7,973,16,Absentee,Demarco Davidson,0
16,7,973,16,Absentee,Joshua Shipp,1
16,7,973,16,Absentee,Lacy Clay,8
16,7,973,356,Polling,Cori Bush,169
16,7,973,356,Polling,Demarco Davidson,10
16,7,973,356,Polling,Joshua Shipp,18
16,7,973,356,Polling,Lacy Clay,159
16,6,988,421,Total,Cori Bush,184
16,6,988,421,Total,Demarco Davidson,7
16,6,988,421,Total,Joshua Shipp,22
16,6,988,421,Total,Lacy Clay,208
16,6,988,0,House Votes,Cori Bush,0
16,6,988,0,House Votes,Demarco Davidson,0
16,6,988,0,House Votes,Joshua Shipp,0
16,6,988,0,House Votes,Lacy Clay,0
16,6,988,0,Provisional,Cori Bush,0
16,6,988,0,Provisional,Demarco Davidson,0
16,6,988,0,Provisional,Joshua Shipp,0
16,6,988,0,Provisional,Lacy Clay,0
16,6,988,28,Absentee,Cori Bush,8
16,6,988,28,Absentee,Demarco Davidson,1
16,6,988,28,Absentee,Joshua Shipp,0
16,6,988,28,Absentee,Lacy Clay,19
16,6,988,393,Polling,Cori Bush,176
16,6,988,393,Polling,Demarco Davidson,6
16,6,988,393,Polling,Joshua Shipp,22
16,6,988,393,Polling,Lacy Clay,189
16,5,1187,419,Total,Cori Bush,187
16,5,1187,419,Total,Demarco Davidson,2
16,5,1187,419,Total,Joshua Shipp,25
16,5,1187,419,Total,Lacy Clay,205
16,5,1187,0,House Votes,Cori Bush,0
16,5,1187,0,House Votes,Demarco Davidson,0
16,5,1187,0,House Votes,Joshua Shipp,0
16,5,1187,0,House Votes,Lacy Clay,0
16,5,1187,0,Provisional,Cori Bush,0
16,5,1187,0,Provisional,Demarco Davidson,0
16,5,1187,0,Provisional,Joshua Shipp,0
16,5,1187,0,Provisional,Lacy Clay,0
16,5,1187,11,Absentee,Cori Bush,6
16,5,1187,11,Absentee,Demarco Davidson,0
16,5,1187,11,Absentee,Joshua Shipp,0
16,5,1187,11,Absentee,Lacy Clay,5
16,5,1187,408,Polling,Cori Bush,181
16,5,1187,408,Polling,Demarco Davidson,2
16,5,1187,408,Polling,Joshua Shipp,25
16,5,1187,408,Polling,Lacy Clay,200
16,4,1228,443,Total,Cori Bush,179
16,4,1228,443,Total,Demarco Davidson,12
16,4,1228,443,Total,Joshua Shipp,28
16,4,1228,443,Total,Lacy Clay,224
16,4,1228,0,House Votes,Cori Bush,0
16,4,1228,0,House Votes,Demarco Davidson,0
16,4,1228,0,House Votes,Joshua Shipp,0
16,4,1228,0,House Votes,Lacy Clay,0
16,4,1228,0,Provisional,Cori Bush,0
16,4,1228,0,Provisional,Demarco Davidson,0
16,4,1228,0,Provisional,Joshua Shipp,0
16,4,1228,0,Provisional,Lacy Clay,0
16,4,1228,20,Absentee,Cori Bush,4
16,4,1228,20,Absentee,Demarco Davidson,2
16,4,1228,20,Absentee,Joshua Shipp,2
16,4,1228,20,Absentee,Lacy Clay,12
16,4,1228,423,Polling,Cori Bush,175
16,4,1228,423,Polling,Demarco Davidson,10
16,4,1228,423,Polling,Joshua Shipp,26
16,4,1228,423,Polling,Lacy Clay,212
16,3,1167,471,Total,Cori Bush,242
16,3,1167,471,Total,Demarco Davidson,7
16,3,1167,471,Total,Joshua Shipp,24
16,3,1167,471,Total,Lacy Clay,198
16,3,1167,0,House Votes,Cori Bush,0
16,3,1167,0,House Votes,Demarco Davidson,0
16,3,1167,0,House Votes,Joshua Shipp,0
16,3,1167,0,House Votes,Lacy Clay,0
16,3,1167,0,Provisional,Cori Bush,0
16,3,1167,0,Provisional,Demarco Davidson,0
16,3,1167,0,Provisional,Joshua Shipp,0
16,3,1167,0,Provisional,Lacy Clay,0
16,3,1167,12,Absentee,Cori Bush,9
16,3,1167,12,Absentee,Demarco Davidson,0
16,3,1167,12,Absentee,Joshua Shipp,1
16,3,1167,12,Absentee,Lacy Clay,2
16,3,1167,459,Polling,Cori Bush,233
16,3,1167,459,Polling,Demarco Davidson,7
16,3,1167,459,Polling,Joshua Shipp,23
16,3,1167,459,Polling,Lacy Clay,196
16,2,1189,481,Total,Cori Bush,207
16,2,1189,481,Total,Demarco Davidson,12
16,2,1189,481,Total,Joshua Shipp,31
16,2,1189,481,Total,Lacy Clay,231
16,2,1189,1,House Votes,Cori Bush,1
16,2,1189,1,House Votes,Demarco Davidson,0
16,2,1189,1,House Votes,Joshua Shipp,0
16,2,1189,1,House Votes,Lacy Clay,0
16,2,1189,0,Provisional,Cori Bush,0
16,2,1189,0,Provisional,Demarco Davidson,0
16,2,1189,0,Provisional,Joshua Shipp,0
16,2,1189,0,Provisional,Lacy Clay,0
16,2,1189,24,Absentee,Cori Bush,8
16,2,1189,24,Absentee,Demarco Davidson,2
16,2,1189,24,Absentee,Joshua Shipp,2
16,2,1189,24,Absentee,Lacy Clay,12
16,2,1189,456,Polling,Cori Bush,198
16,2,1189,456,Polling,Demarco Davidson,10
16,2,1189,456,Polling,Joshua Shipp,29
16,2,1189,456,Polling,Lacy Clay,219
16,1,1064,375,Total,Cori Bush,157
16,1,1064,375,Total,Demarco Davidson,13
16,1,1064,375,Total,Joshua Shipp,35
16,1,1064,375,Total,Lacy Clay,170
16,1,1064,0,House Votes,Cori Bush,0
16,1,1064,0,House Votes,Demarco Davidson,0
16,1,1064,0,House Votes,Joshua Shipp,0
16,1,1064,0,House Votes,Lacy Clay,0
16,1,1064,0,Provisional,Cori Bush,0
16,1,1064,0,Provisional,Demarco Davidson,0
16,1,1064,0,Provisional,Joshua Shipp,0
16,1,1064,0,Provisional,Lacy Clay,0
16,1,1064,23,Absentee,Cori Bush,8
16,1,1064,23,Absentee,Demarco Davidson,0
16,1,1064,23,Absentee,Joshua Shipp,3
16,1,1064,23,Absentee,Lacy Clay,12
16,1,1064,352,Polling,Cori Bush,149
16,1,1064,352,Polling,Demarco Davidson,13
16,1,1064,352,Polling,Joshua Shipp,32
16,1,1064,352,Polling,Lacy Clay,158
15,7,4,2,Total,Cori Bush,1
15,7,4,2,Total,Demarco Davidson,0
15,7,4,2,Total,Joshua Shipp,0
15,7,4,2,Total,Lacy Clay,1
15,7,4,0,House Votes,Cori Bush,0
15,7,4,0,House Votes,Demarco Davidson,0
15,7,4,0,House Votes,Joshua Shipp,0
15,7,4,0,House Votes,Lacy Clay,0
15,7,4,0,Provisional,Cori Bush,0
15,7,4,0,Provisional,Demarco Davidson,0
15,7,4,0,Provisional,Joshua Shipp,0
15,7,4,0,Provisional,Lacy Clay,0
15,7,4,0,Absentee,Cori Bush,0
15,7,4,0,Absentee,Demarco Davidson,0
15,7,4,0,Absentee,Joshua Shipp,0
15,7,4,0,Absentee,Lacy Clay,0
15,7,4,2,Polling,Cori Bush,1
15,7,4,2,Polling,Demarco Davidson,0
15,7,4,2,Polling,Joshua Shipp,0
15,7,4,2,Polling,Lacy Clay,1
15,6,643,167,Total,Cori Bush,84
15,6,643,167,Total,Demarco Davidson,1
15,6,643,167,Total,Joshua Shipp,10
15,6,643,167,Total,Lacy Clay,72
15,6,643,0,House Votes,Cori Bush,0
15,6,643,0,House Votes,Demarco Davidson,0
15,6,643,0,House Votes,Joshua Shipp,0
15,6,643,0,House Votes,Lacy Clay,0
15,6,643,0,Provisional,Cori Bush,0
15,6,643,0,Provisional,Demarco Davidson,0
15,6,643,0,Provisional,Joshua Shipp,0
15,6,643,0,Provisional,Lacy Clay,0
15,6,643,3,Absentee,Cori Bush,1
15,6,643,3,Absentee,Demarco Davidson,0
15,6,643,3,Absentee,Joshua Shipp,0
15,6,643,3,Absentee,Lacy Clay,2
15,6,643,164,Polling,Cori Bush,83
15,6,643,164,Polling,Demarco Davidson,1
15,6,643,164,Polling,Joshua Shipp,10
15,6,643,164,Polling,Lacy Clay,70
15,5,1201,493,Total,Cori Bush,337
15,5,1201,493,Total,Demarco Davidson,11
15,5,1201,493,Total,Joshua Shipp,11
15,5,1201,493,Total,Lacy Clay,134
15,5,1201,0,House Votes,Cori Bush,0
15,5,1201,0,House Votes,Demarco Davidson,0
15,5,1201,0,House Votes,Joshua Shipp,0
15,5,1201,0,House Votes,Lacy Clay,0
15,5,1201,1,Provisional,Cori Bush,1
15,5,1201,1,Provisional,Demarco Davidson,0
15,5,1201,1,Provisional,Joshua Shipp,0
15,5,1201,1,Provisional,Lacy Clay,0
15,5,1201,13,Absentee,Cori Bush,4
15,5,1201,13,Absentee,Demarco Davidson,1
15,5,1201,13,Absentee,Joshua Shipp,2
15,5,1201,13,Absentee,Lacy Clay,6
15,5,1201,479,Polling,Cori Bush,332
15,5,1201,479,Polling,Demarco Davidson,10
15,5,1201,479,Polling,Joshua Shipp,9
15,5,1201,479,Polling,Lacy Clay,128
15,4,853,238,Total,Cori Bush,140
15,4,853,238,Total,Demarco Davidson,6
15,4,853,238,Total,Joshua Shipp,5
15,4,853,238,Total,Lacy Clay,87
15,4,853,0,House Votes,Cori Bush,0
15,4,853,0,House Votes,Demarco Davidson,0
15,4,853,0,House Votes,Joshua Shipp,0
15,4,853,0,House Votes,Lacy Clay,0
15,4,853,0,Provisional,Cori Bush,0
15,4,853,0,Provisional,Demarco Davidson,0
15,4,853,0,Provisional,Joshua Shipp,0
15,4,853,0,Provisional,Lacy Clay,0
15,4,853,3,Absentee,Cori Bush,0
15,4,853,3,Absentee,Demarco Davidson,0
15,4,853,3,Absentee,Joshua Shipp,0
15,4,853,3,Absentee,Lacy Clay,3
15,4,853,235,Polling,Cori Bush,140
15,4,853,235,Polling,Demarco Davidson,6
15,4,853,235,Polling,Joshua Shipp,5
15,4,853,235,Polling,Lacy Clay,84
15,3,1615,732,Total,Cori Bush,541
15,3,1615,732,Total,Demarco Davidson,5
15,3,1615,732,Total,Joshua Shipp,20
15,3,1615,732,Total,Lacy Clay,166
15,3,1615,0,House Votes,Cori Bush,0
15,3,1615,0,House Votes,Demarco Davidson,0
15,3,1615,0,House Votes,Joshua Shipp,0
15,3,1615,0,House Votes,Lacy Clay,0
15,3,1615,0,Provisional,Cori Bush,0
15,3,1615,0,Provisional,Demarco Davidson,0
15,3,1615,0,Provisional,Joshua Shipp,0
15,3,1615,0,Provisional,Lacy Clay,0
15,3,1615,32,Absentee,Cori Bush,18
15,3,1615,32,Absentee,Demarco Davidson,0
15,3,1615,32,Absentee,Joshua Shipp,0
15,3,1615,32,Absentee,Lacy Clay,14
15,3,1615,700,Polling,Cori Bush,523
15,3,1615,700,Polling,Demarco Davidson,5
15,3,1615,700,Polling,Joshua Shipp,20
15,3,1615,700,Polling,Lacy Clay,152
15,2,1431,686,Total,Cori Bush,530
15,2,1431,686,Total,Demarco Davidson,4
15,2,1431,686,Total,Joshua Shipp,11
15,2,1431,686,Total,Lacy Clay,141
15,2,1431,0,House Votes,Cori Bush,0
15,2,1431,0,House Votes,Demarco Davidson,0
15,2,1431,0,House Votes,Joshua Shipp,0
15,2,1431,0,House Votes,Lacy Clay,0
15,2,1431,0,Provisional,Cori Bush,0
15,2,1431,0,Provisional,Demarco Davidson,0
15,2,1431,0,Provisional,Joshua Shipp,0
15,2,1431,0,Provisional,Lacy Clay,0
15,2,1431,37,Absentee,Cori Bush,23
15,2,1431,37,Absentee,Demarco Davidson,1
15,2,1431,37,Absentee,Joshua Shipp,1
15,2,1431,37,Absentee,Lacy Clay,12
15,2,1431,649,Polling,Cori Bush,507
15,2,1431,649,Polling,Demarco Davidson,3
15,2,1431,649,Polling,Joshua Shipp,10
15,2,1431,649,Polling,Lacy Clay,129
15,1,1178,523,Total,Cori Bush,416
15,1,1178,523,Total,Demarco Davidson,3
15,1,1178,523,Total,Joshua Shipp,7
15,1,1178,523,Total,Lacy Clay,97
15,1,1178,0,House Votes,Cori Bush,0
15,1,1178,0,House Votes,Demarco Davidson,0
15,1,1178,0,House Votes,Joshua Shipp,0
15,1,1178,0,House Votes,Lacy Clay,0
15,1,1178,2,Provisional,Cori Bush,2
15,1,1178,2,Provisional,Demarco Davidson,0
15,1,1178,2,Provisional,Joshua Shipp,0
15,1,1178,2,Provisional,Lacy Clay,0
15,1,1178,25,Absentee,Cori Bush,15
15,1,1178,25,Absentee,Demarco Davidson,0
15,1,1178,25,Absentee,Joshua Shipp,1
15,1,1178,25,Absentee,Lacy Clay,9
15,1,1178,496,Polling,Cori Bush,399
15,1,1178,496,Polling,Demarco Davidson,3
15,1,1178,496,Polling,Joshua Shipp,6
15,1,1178,496,Polling,Lacy Clay,88
14,9,346,86,Total,Cori Bush,35
14,9,346,86,Total,Demarco Davidson,7
14,9,346,86,Total,Joshua Shipp,5
14,9,346,86,Total,Lacy Clay,39
14,9,346,0,House Votes,Cori Bush,0
14,9,346,0,House Votes,Demarco Davidson,0
14,9,346,0,House Votes,Joshua Shipp,0
14,9,346,0,House Votes,Lacy Clay,0
14,9,346,0,Provisional,Cori Bush,0
14,9,346,0,Provisional,Demarco Davidson,0
14,9,346,0,Provisional,Joshua Shipp,0
14,9,346,0,Provisional,Lacy Clay,0
14,9,346,12,Absentee,Cori Bush,4
14,9,346,12,Absentee,Demarco Davidson,2
14,9,346,12,Absentee,Joshua Shipp,1
14,9,346,12,Absentee,Lacy Clay,5
14,9,346,74,Polling,Cori Bush,31
14,9,346,74,Polling,Demarco Davidson,5
14,9,346,74,Polling,Joshua Shipp,4
14,9,346,74,Polling,Lacy Clay,34
14,8,49,16,Total,Cori Bush,5
14,8,49,16,Total,Demarco Davidson,0
14,8,49,16,Total,Joshua Shipp,1
14,8,49,16,Total,Lacy Clay,10
14,8,49,0,House Votes,Cori Bush,0
14,8,49,0,House Votes,Demarco Davidson,0
14,8,49,0,House Votes,Joshua Shipp,0
14,8,49,0,House Votes,Lacy Clay,0
14,8,49,0,Provisional,Cori Bush,0
14,8,49,0,Provisional,Demarco Davidson,0
14,8,49,0,Provisional,Joshua Shipp,0
14,8,49,0,Provisional,Lacy Clay,0
14,8,49,1,Absentee,Cori Bush,0
14,8,49,1,Absentee,Demarco Davidson,0
14,8,49,1,Absentee,Joshua Shipp,0
14,8,49,1,Absentee,Lacy Clay,1
14,8,49,15,Polling,Cori Bush,5
14,8,49,15,Polling,Demarco Davidson,0
14,8,49,15,Polling,Joshua Shipp,1
14,8,49,15,Polling,Lacy Clay,9
14,7,90,39,Total,Cori Bush,18
14,7,90,39,Total,Demarco Davidson,1
14,7,90,39,Total,Joshua Shipp,4
14,7,90,39,Total,Lacy Clay,16
14,7,90,0,House Votes,Cori Bush,0
14,7,90,0,House Votes,Demarco Davidson,0
14,7,90,0,House Votes,Joshua Shipp,0
14,7,90,0,House Votes,Lacy Clay,0
14,7,90,0,Provisional,Cori Bush,0
14,7,90,0,Provisional,Demarco Davidson,0
14,7,90,0,Provisional,Joshua Shipp,0
14,7,90,0,Provisional,Lacy Clay,0
14,7,90,1,Absentee,Cori Bush,0
14,7,90,1,Absentee,Demarco Davidson,0
14,7,90,1,Absentee,Joshua Shipp,0
14,7,90,1,Absentee,Lacy Clay,1
14,7,90,38,Polling,Cori Bush,18
14,7,90,38,Polling,Demarco Davidson,1
14,7,90,38,Polling,Joshua Shipp,4
14,7,90,38,Polling,Lacy Clay,15
14,6,998,271,Total,Cori Bush,117
14,6,998,271,Total,Demarco Davidson,13
14,6,998,271,Total,Joshua Shipp,22
14,6,998,271,Total,Lacy Clay,119
14,6,998,0,House Votes,Cori Bush,0
14,6,998,0,House Votes,Demarco Davidson,0
14,6,998,0,House Votes,Joshua Shipp,0
14,6,998,0,House Votes,Lacy Clay,0
14,6,998,1,Provisional,Cori Bush,1
14,6,998,1,Provisional,Demarco Davidson,0
14,6,998,1,Provisional,Joshua Shipp,0
14,6,998,1,Provisional,Lacy Clay,0
14,6,998,13,Absentee,Cori Bush,3
14,6,998,13,Absentee,Demarco Davidson,0
14,6,998,13,Absentee,Joshua Shipp,0
14,6,998,13,Absentee,Lacy Clay,10
14,6,998,257,Polling,Cori Bush,113
14,6,998,257,Polling,Demarco Davidson,13
14,6,998,257,Polling,Joshua Shipp,22
14,6,998,257,Polling,Lacy Clay,109
14,5,542,125,Total,Cori Bush,52
14,5,542,125,Total,Demarco Davidson,6
14,5,542,125,Total,Joshua Shipp,6
14,5,542,125,Total,Lacy Clay,61
14,5,542,0,House Votes,Cori Bush,0
14,5,542,0,House Votes,Demarco Davidson,0
14,5,542,0,House Votes,Joshua Shipp,0
14,5,542,0,House Votes,Lacy Clay,0
14,5,542,1,Provisional,Cori Bush,1
14,5,542,1,Provisional,Demarco Davidson,0
14,5,542,1,Provisional,Joshua Shipp,0
14,5,542,1,Provisional,Lacy Clay,0
14,5,542,6,Absentee,Cori Bush,0
14,5,542,6,Absentee,Demarco Davidson,0
14,5,542,6,Absentee,Joshua Shipp,1
14,5,542,6,Absentee,Lacy Clay,5
14,5,542,118,Polling,Cori Bush,51
14,5,542,118,Polling,Demarco Davidson,6
14,5,542,118,Polling,Joshua Shipp,5
14,5,542,118,Polling,Lacy Clay,56
14,4,1290,457,Total,Cori Bush,239
14,4,1290,457,Total,Demarco Davidson,14
14,4,1290,457,Total,Joshua Shipp,20
14,4,1290,457,Total,Lacy Clay,184
14,4,1290,0,House Votes,Cori Bush,0
14,4,1290,0,House Votes,Demarco Davidson,0
14,4,1290,0,House Votes,Joshua Shipp,0
14,4,1290,0,House Votes,Lacy Clay,0
14,4,1290,0,Provisional,Cori Bush,0
14,4,1290,0,Provisional,Demarco Davidson,0
14,4,1290,0,Provisional,Joshua Shipp,0
14,4,1290,0,Provisional,Lacy Clay,0
14,4,1290,14,Absentee,Cori Bush,12
14,4,1290,14,Absentee,Demarco Davidson,0
14,4,1290,14,Absentee,Joshua Shipp,0
14,4,1290,14,Absentee,Lacy Clay,2
14,4,1290,443,Polling,Cori Bush,227
14,4,1290,443,Polling,Demarco Davidson,14
14,4,1290,443,Polling,Joshua Shipp,20
14,4,1290,443,Polling,Lacy Clay,182
14,3,994,250,Total,Cori Bush,88
14,3,994,250,Total,Demarco Davidson,13
14,3,994,250,Total,Joshua Shipp,19
14,3,994,250,Total,Lacy Clay,130
14,3,994,0,House Votes,Cori Bush,0
14,3,994,0,House Votes,Demarco Davidson,0
14,3,994,0,House Votes,Joshua Shipp,0
14,3,994,0,House Votes,Lacy Clay,0
14,3,994,0,Provisional,Cori Bush,0
14,3,994,0,Provisional,Demarco Davidson,0
14,3,994,0,Provisional,Joshua Shipp,0
14,3,994,0,Provisional,Lacy Clay,0
14,3,994,23,Absentee,Cori Bush,5
14,3,994,23,Absentee,Demarco Davidson,1
14,3,994,23,Absentee,Joshua Shipp,1
14,3,994,23,Absentee,Lacy Clay,16
14,3,994,227,Polling,Cori Bush,83
14,3,994,227,Polling,Demarco Davidson,12
14,3,994,227,Polling,Joshua Shipp,18
14,3,994,227,Polling,Lacy Clay,114
14,2,813,216,Total,Cori Bush,109
14,2,813,216,Total,Demarco Davidson,7
14,2,813,216,Total,Joshua Shipp,17
14,2,813,216,Total,Lacy Clay,83
14,2,813,0,House Votes,Cori Bush,0
14,2,813,0,House Votes,Demarco Davidson,0
14,2,813,0,House Votes,Joshua Shipp,0
14,2,813,0,House Votes,Lacy Clay,0
