ward,precinct,reg_voters,total_votes,vote_category,candidate,votes
2,8,1284,3,Provisional,Demarco Davidson,1
2,8,1284,3,Provisional,Joshua Shipp,0
2,8,1284,3,Provisional,Lacy Clay,1
2,8,1284,15,Absentee,Cori Bush,2
2,8,1284,15,Absentee,Demarco Davidson,0
2,8,1284,15,Absentee,Joshua Shipp,0
2,8,1284,15,Absentee,Lacy Clay,13
2,8,1284,327,Polling,Cori Bush,44
2,8,1284,327,Polling,Demarco Davidson,9
2,8,1284,327,Polling,Joshua Shipp,6
2,8,1284,327,Polling,Lacy Clay,268
2,7,1006,393,Total,Cori Bush,70
2,7,1006,393,Total,Demarco Davidson,10
2,7,1006,393,Total,Joshua Shipp,9
2,7,1006,393,Total,Lacy Clay,304
2,7,1006,0,House Votes,Cori Bush,0
2,7,1006,0,House Votes,Demarco Davidson,0
2,7,1006,0,House Votes,Joshua Shipp,0
2,7,1006,0,House Votes,Lacy Clay,0
2,7,1006,0,Provisional,Cori Bush,0
2,7,1006,0,Provisional,Demarco Davidson,0
2,7,1006,0,Provisional,Joshua Shipp,0
2,7,1006,0,Provisional,Lacy Clay,0
2,7,1006,57,Absentee,Cori Bush,11
2,7,1006,57,Absentee,Demarco Davidson,3
2,7,1006,57,Absentee,Joshua Shipp,4
2,7,1006,57,Absentee,Lacy Clay,39
2,7,1006,336,Polling,Cori Bush,59
2,7,1006,336,Polling,Demarco Davidson,7
2,7,1006,336,Polling,Joshua Shipp,5
2,7,1006,336,Polling,Lacy Clay,265
2,6,18,1,Total,Cori Bush,0
2,6,18,1,Total,Demarco Davidson,0
2,6,18,1,Total,Joshua Shipp,0
2,6,18,1,Total,Lacy Clay,1
2,6,18,0,House Votes,Cori Bush,0
2,6,18,0,House Votes,Demarco Davidson,0
2,6,18,0,House Votes,Joshua Shipp,0
2,6,18,0,House Votes,Lacy Clay,0
2,6,18,0,Provisional,Cori Bush,0
2,6,18,0,Provisional,Demarco Davidson,0
2,6,18,0,Provisional,Joshua Shipp,0
2,6,18,0,Provisional,Lacy Clay,0
2,6,18,0,Absentee,Cori Bush,0
2,6,18,0,Absentee,Demarco Davidson,0
2,6,18,0,Absentee,Joshua Shipp,0
2,6,18,0,Absentee,Lacy Clay,0
2,6,18,1,Polling,Cori Bush,0
2,6,18,1,Polling,Demarco Davidson,0
2,6,18,1,Polling,Joshua Shipp,0
2,6,18,1,Polling,Lacy Clay,1
2,5,1076,429,Total,Cori Bush,86
2,5,1076,429,Total,Demarco Davidson,12
2,5,1076,429,Total,Joshua Shipp,7
2,5,1076,429,Total,Lacy Clay,324
2,5,1076,0,House Votes,Cori Bush,0
2,5,1076,0,House Votes,Demarco Davidson,0
2,5,1076,0,House Votes,Joshua Shipp,0
2,5,1076,0,House Votes,Lacy Clay,0
2,5,1076,0,Provisional,Cori Bush,0
2,5,1076,0,Provisional,Demarco Davidson,0
2,5,1076,0,Provisional,Joshua Shipp,0
2,5,1076,0,Provisional,Lacy Clay,0
2,5,1076,41,Absentee,Cori Bush,6
2,5,1076,41,Absentee,Demarco Davidson,1
2,5,1076,41,Absentee,Joshua Shipp,1
2,5,1076,41,Absentee,Lacy Clay,33
2,5,1076,388,Polling,Cori Bush,80
2,5,1076,388,Polling,Demarco Davidson,11
2,5,1076,388,Polling,Joshua Shipp,6
2,5,1076,388,Polling,Lacy Clay,291
2,4,616,165,Total,Cori Bush,33
2,4,616,165,Total,Demarco Davidson,7
2,4,616,165,Total,Joshua Shipp,6
2,4,616,165,Total,Lacy Clay,119
2,4,616,0,House Votes,Cori Bush,0
2,4,616,0,House Votes,Demarco Davidson,0
2,4,616,0,House Votes,Joshua Shipp,0
2,4,616,0,House Votes,Lacy Clay,0
2,4,616,0,Provisional,Cori Bush,0
2,4,616,0,Provisional,Demarco Davidson,0
2,4,616,0,Provisional,Joshua Shipp,0
2,4,616,0,Provisional,Lacy Clay,0
2,4,616,12,Absentee,Cori Bush,0
2,4,616,12,Absentee,Demarco Davidson,0
2,4,616,12,Absentee,Joshua Shipp,0
2,4,616,12,Absentee,Lacy Clay,12
2,4,616,153,Polling,Cori Bush,33
2,4,616,153,Polling,Demarco Davidson,7
2,4,616,153,Polling,Joshua Shipp,6
2,4,616,153,Polling,Lacy Clay,107
2,3,1044,274,Total,Cori Bush,58
2,3,1044,274,Total,Demarco Davidson,10
2,3,1044,274,Total,Joshua Shipp,5
2,3,1044,274,Total,Lacy Clay,201
2,3,1044,0,House Votes,Cori Bush,0
2,3,1044,0,House Votes,Demarco Davidson,0
2,3,1044,0,House Votes,Joshua Shipp,0
2,3,1044,0,House Votes,Lacy Clay,0
2,3,1044,0,Provisional,Cori Bush,0
2,3,1044,0,Provisional,Demarco Davidson,0
2,3,1044,0,Provisional,Joshua Shipp,0
2,3,1044,0,Provisional,Lacy Clay,0
2,3,1044,10,Absentee,Cori Bush,4
2,3,1044,10,Absentee,Demarco Davidson,0
2,3,1044,10,Absentee,Joshua Shipp,0
2,3,1044,10,Absentee,Lacy Clay,6
2,3,1044,264,Polling,Cori Bush,54
2,3,1044,264,Polling,Demarco Davidson,10
2,3,1044,264,Polling,Joshua Shipp,5
2,3,1044,264,Polling,Lacy Clay,195
2,2,251,28,Total,Cori Bush,6
2,2,251,28,Total,Demarco Davidson,2
2,2,251,28,Total,Joshua Shipp,0
2,2,251,28,Total,Lacy Clay,20
2,2,251,0,House Votes,Cori Bush,0
2,2,251,0,House Votes,Demarco Davidson,0
2,2,251,0,House Votes,Joshua Shipp,0
2,2,251,0,House Votes,Lacy Clay,0
2,2,251,0,Provisional,Cori Bush,0
2,2,251,0,Provisional,Demarco Davidson,0
2,2,251,0,Provisional,Joshua Shipp,0
2,2,251,0,Provisional,Lacy Clay,0
2,2,251,0,Absentee,Cori Bush,0
2,2,251,0,Absentee,Demarco Davidson,0
2,2,251,0,Absentee,Joshua Shipp,0
2,2,251,0,Absentee,Lacy Clay,0
2,2,251,28,Polling,Cori Bush,6
2,2,251,28,Polling,Demarco Davidson,2
2,2,251,28,Polling,Joshua Shipp,0
2,2,251,28,Polling,Lacy Clay,20
2,1,280,47,Total,Cori Bush,11
2,1,280,47,Total,Demarco Davidson,1
2,1,280,47,Total,Joshua Shipp,2
2,1,280,47,Total,Lacy Clay,33
2,1,280,0,House Votes,Cori Bush,0
2,1,280,0,House Votes,Demarco Davidson,0
2,1,280,0,House Votes,Joshua Shipp,0
2,1,280,0,House Votes,Lacy Clay,0
2,1,280,1,Provisional,Cori Bush,1
2,1,280,1,Provisional,Demarco Davidson,0
2,1,280,1,Provisional,Joshua Shipp,0
2,1,280,1,Provisional,Lacy Clay,0
2,1,280,4,Absentee,Cori Bush,0
2,1,280,4,Absentee,Demarco Davidson,0
2,1,280,4,Absentee,Joshua Shipp,0
2,1,280,4,Absentee,Lacy Clay,4
2,1,280,42,Polling,Cori Bush,10
2,1,280,42,Polling,Demarco Davidson,1
2,1,280,42,Polling,Joshua Shipp,2
2,1,280,42,Polling,Lacy Clay,29
1,7,120,24,Total,Cori Bush,3
1,7,120,24,Total,Demarco Davidson,2
1,7,120,24,Total,Joshua Shipp,0
1,7,120,24,Total,Lacy Clay,19
1,7,120,0,House Votes,Cori Bush,0
1,7,120,0,House Votes,Demarco Davidson,0
1,7,120,0,House Votes,Joshua Shipp,0
1,7,120,0,House Votes,Lacy Clay,0
1,7,120,0,Provisional,Cori Bush,0
1,7,120,0,Provisional,Demarco Davidson,0
1,7,120,0,Provisional,Joshua Shipp,0
1,7,120,0,Provisional,Lacy Clay,0
1,7,120,5,Absentee,Cori Bush,0
1,7,120,5,Absentee,Demarco Davidson,1
1,7,120,5,Absentee,Joshua Shipp,0
1,7,120,5,Absentee,Lacy Clay,4
1,7,120,19,Polling,Cori Bush,3
1,7,120,19,Polling,Demarco Davidson,1
1,7,120,19,Polling,Joshua Shipp,0
1,7,120,19,Polling,Lacy Clay,15
1,6,1276,372,Total,Cori Bush,76
1,6,1276,372,Total,Demarco Davidson,9
1,6,1276,372,Total,Joshua Shipp,4
1,6,1276,372,Total,Lacy Clay,283
1,6,1276,0,House Votes,Cori Bush,0
1,6,1276,0,House Votes,Demarco Davidson,0
1,6,1276,0,House Votes,Joshua Shipp,0
1,6,1276,0,House Votes,Lacy Clay,0
1,6,1276,0,Provisional,Cori Bush,0
1,6,1276,0,Provisional,Demarco Davidson,0
1,6,1276,0,Provisional,Joshua Shipp,0
1,6,1276,0,Provisional,Lacy Clay,0
1,6,1276,49,Absentee,Cori Bush,2
1,6,1276,49,Absentee,Demarco Davidson,3
1,6,1276,49,Absentee,Joshua Shipp,0
1,6,1276,49,Absentee,Lacy Clay,44
1,6,1276,323,Polling,Cori Bush,74
1,6,1276,323,Polling,Demarco Davidson,6
1,6,1276,323,Polling,Joshua Shipp,4
1,6,1276,323,Polling,Lacy Clay,239
1,5,1001,320,Total,Cori Bush,64
1,5,1001,320,Total,Demarco Davidson,9
1,5,1001,320,Total,Joshua Shipp,6
1,5,1001,320,Total,Lacy Clay,241
1,5,1001,0,House Votes,Cori Bush,0
1,5,1001,0,House Votes,Demarco Davidson,0
1,5,1001,0,House Votes,Joshua Shipp,0
1,5,1001,0,House Votes,Lacy Clay,0
1,5,1001,0,Provisional,Cori Bush,0
1,5,1001,0,Provisional,Demarco Davidson,0
1,5,1001,0,Provisional,Joshua Shipp,0
1,5,1001,0,Provisional,Lacy Clay,0
1,5,1001,32,Absentee,Cori Bush,3
1,5,1001,32,Absentee,Demarco Davidson,1
1,5,1001,32,Absentee,Joshua Shipp,0
1,5,1001,32,Absentee,Lacy Clay,28
1,5,1001,288,Polling,Cori Bush,61
1,5,1001,288,Polling,Demarco Davidson,8
1,5,1001,288,Polling,Joshua Shipp,6
1,5,1001,288,Polling,Lacy Clay,213
1,4,902,252,Total,Cori Bush,46
1,4,902,252,Total,Demarco Davidson,10
1,4,902,252,Total,Joshua Shipp,7
1,4,902,252,Total,Lacy Clay,189
1,4,902,0,House Votes,Cori Bush,0
1,4,902,0,House Votes,Demarco Davidson,0
1,4,902,0,House Votes,Joshua Shipp,0
1,4,902,0,House Votes,Lacy Clay,0
1,4,902,0,Provisional,Cori Bush,0
1,4,902,0,Provisional,Demarco Davidson,0
1,4,902,0,Provisional,Joshua Shipp,0
1,4,902,0,Provisional,Lacy Clay,0
1,4,902,11,Absentee,Cori Bush,0
1,4,902,11,Absentee,Demarco Davidson,0
1,4,902,11,Absentee,Joshua Shipp,0
1,4,902,11,Absentee,Lacy Clay,11
1,4,902,241,Polling,Cori Bush,46
1,4,902,241,Polling,Demarco Davidson,10
1,4,902,241,Polling,Joshua Shipp,7
1,4,902,241,Polling,Lacy Clay,178
1,3,1107,305,Total,Cori Bush,50
1,3,1107,305,Total,Demarco Davidson,10
1,3,1107,305,Total,Joshua Shipp,11
1,3,1107,305,Total,Lacy Clay,234
1,3,1107,0,House Votes,Cori Bush,0
1,3,1107,0,House Votes,Demarco Davidson,0
1,3,1107,0,House Votes,Joshua Shipp,0
1,3,1107,0,House Votes,Lacy Clay,0
1,3,1107,0,Provisional,Cori Bush,0
1,3,1107,0,Provisional,Demarco Davidson,0
1,3,1107,0,Provisional,Joshua Shipp,0
1,3,1107,0,Provisional,Lacy Clay,0
1,3,1107,29,Absentee,Cori Bush,1
1,3,1107,29,Absentee,Demarco Davidson,1
1,3,1107,29,Absentee,Joshua Shipp,1
1,3,1107,29,Absentee,Lacy Clay,26
1,3,1107,276,Polling,Cori Bush,49
1,3,1107,276,Polling,Demarco Davidson,9
1,3,1107,276,Polling,Joshua Shipp,10
1,3,1107,276,Polling,Lacy Clay,208
1,2,1021,307,Total,Cori Bush,64
1,2,1021,307,Total,Demarco Davidson,14
1,2,1021,307,Total,Joshua Shipp,1
1,2,1021,307,Total,Lacy Clay,228
1,2,1021,0,House Votes,Cori Bush,0
1,2,1021,0,House Votes,Demarco Davidson,0
1,2,1021,0,House Votes,Joshua Shipp,0
1,2,1021,0,House Votes,Lacy Clay,0
1,2,1021,0,Provisional,Cori Bush,0
1,2,1021,0,Provisional,Demarco Davidson,0
1,2,1021,0,Provisional,Joshua Shipp,0
1,2,1021,0,Provisional,Lacy Clay,0
1,2,1021,24,Absentee,Cori Bush,7
1,2,1021,24,Absentee,Demarco Davidson,0
1,2,1021,24,Absentee,Joshua Shipp,0
1,2,1021,24,Absentee,Lacy Clay,17
1,2,1021,283,Polling,Cori Bush,57
1,2,1021,283,Polling,Demarco Davidson,14
1,2,1021,283,Polling,Joshua Shipp,1
1,2,1021,283,Polling,Lacy Clay,211
1,1,948,257,Total,Cori Bush,57
1,1,948,257,Total,Demarco Davidson,8
1,1,948,257,Total,Joshua Shipp,6
1,1,948,257,Total,Lacy Clay,186
1,1,948,0,House Votes,Cori Bush,0
1,1,948,0,House Votes,Demarco Davidson,0
1,1,948,0,House Votes,Joshua Shipp,0
1,1,948,0,House Votes,Lacy Clay,0
1,1,948,0,Provisional,Cori Bush,0
1,1,948,0,Provisional,Demarco Davidson,0
1,1,948,0,Provisional,Joshua Shipp,0
1,1,948,0,Provisional,Lacy Clay,0
1,1,948,22,Absentee,Cori Bush,1
1,1,948,22,Absentee,Demarco Davidson,0
1,1,948,22,Absentee,Joshua Shipp,0
1,1,948,22,Absentee,Lacy Clay,21
1,1,948,235,Polling,Cori Bush,56
1,1,948,235,Polling,Demarco Davidson,8
1,1,948,235,Polling,Joshua Shipp,6
1,1,948,235,Polling,Lacy Clay,165
